Date,Wilayah,Lokasi,Engine,Irigator,Jenis Irigator,Plan Time,Luas Siram,Kecepatan Rata-rata,Tebal Siram,Prepare Time,Operating Time,Waiting Time,Repair,Down Time,Standby,Off Time,Tot. Oper. Time,Total Avail,Total Time,% Availability,% Utilization,Air,Solar Terpakai (ltr),Biaya Solar (Std),Biaya Upah,Biaya Alat,Biaya Total,Rp/Ha,Ha/Hari,Ha/Jam,Solar Ltr/jam,Solar Ltr/Ha,Jenis Engine
7-Agu,AW13,183F,DEC0026,ITI0240,ITI,"20,17","3,83","40,00","22,00","4,00","16,00","0,00","0,00","0,00","0,00","2,00","20,00","22,00","22,00","100,00","80,00","690,00",154,Rp3.137.920,Rp750.726,Rp2.015.952,Rp5.904.598,Rp1.541.670,"3,83","0,24","9,63","40,21",DEC
7-Agu,AW13,160E,DEC0028,ITI0119,ITI,"22,00","3,71","30,00","20,00","2,00","16,00","4,00","0,00","0,00","0,00","2,00","18,00","24,00","24,00","100,00","72,73","628,00",187,Rp3.137.920,Rp781.492,Rp2.015.952,Rp5.935.364,Rp1.599.829,"3,71","0,23","11,69","50,40",DEC
7-Agu,AW13,156B,DED0021,ITI0035,ITI,"22,00","4,73","30,00","20,00","2,00","21,00","0,00","0,00","0,00","0,00","1,00","23,00","24,00","24,00","100,00","91,30","1.092,00",230,Rp3.394.524,Rp957.533,Rp2.787.624,Rp7.139.681,Rp1.509.446,"4,73","0,23","10,95","48,63",DED
7-Agu,AW13,158T,DED0022,ITI0037,ITI,"11,00","2,85","40,00","18,00","1,00","10,00","1,00","0,00","0,00","0,00","0,00","11,00","12,00","12,00","100,00","83,33","413,00",80,Rp1.616.440,Rp486.564,Rp1.327.440,Rp3.430.444,Rp1.203.665,"2,85","0,29","8,00","28,07",DED
7-Agu,AW13,158A,DED0022,ITI0037,ITI,"11,00","2,55","40,00","18,00","1,00","9,00","0,00","0,00","0,00","0,00","2,00","10,00","12,00","12,00","100,00","90,00","386,00",70,Rp1.454.796,Rp306.046,Rp1.194.696,Rp2.955.538,Rp1.159.035,"2,55","0,28","7,78","27,45",DED
7-Agu,AW13,154B,DED0026,ITI0242,ITI,"22,00","4,10","30,00","20,00","1,00","19,00","0,00","0,00","0,00","2,00","2,00","20,00","24,00","24,00","100,00","86,36","950,00",190,Rp3.071.236,Rp800.290,Rp2.522.136,Rp6.393.662,Rp1.559.430,"4,10","0,22","10,00","46,34",DED
7-Agu,AW13,190A,DEM0008,ITI0287,ITI,"11,00","2,10","40,00","22,00","1,00","9,00","0,00","0,00","0,00","0,00","2,00","10,00","12,00","12,00","100,00","90,00","346,00",65,Rp939.087,Rp295.650,Rp992.097,Rp2.226.834,Rp1.060.397,"2,10","0,23","7,22","30,95",DEM
7-Agu,AW13,190C,DEM0008,ITI0287,ITI,"11,00","2,25","40,00","22,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","440,00",94,Rp1.147.773,Rp485.751,Rp1.212.563,Rp2.846.087,Rp1.264.928,"2,25","0,20","8,55","41,78",DEM
7-Agu,AW13,190B,SPC0100,ITI0038,ITI,"11,00","1,78","40,00","22,00","2,00","8,00","0,00","0,00","0,00","0,00","2,00","10,00","12,00","12,00","100,00","80,00","330,00",70,Rp1.865.792,Rp288.258,Rp1.313.024,Rp3.467.074,Rp1.947.794,"1,78","0,22","8,75","39,33",SPC
7-Agu,AW13,190B1,SPC0100,ITI0038,ITI,"11,00","2,83","40,00","22,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","440,00",100,Rp2.565.464,Rp482.499,Rp1.805.408,Rp4.853.371,Rp1.714.972,"2,83","0,26","9,09","35,34",SPC
7-Agu,AW13,143D,SPC0092,ITI0117,ITI,"21,08","3,40","30,00","20,00","2,00","16,00","1,00","0,00","0,00","2,00","2,00","18,00","23,00","23,00","100,00","76,19","640,00",140,Rp3.731.584,Rp762.350,Rp2.626.048,Rp7.119.982,Rp2.094.112,"3,40","0,21","8,75","41,18",SPC
7-Agu,AW13,158S,SPC0065,ITI0118,ITI,"18,33","3,90","40,00","18,00","2,00","13,00","1,00","2,00","0,00","0,00","2,00","15,00","18,00","20,00","90,00","81,25","600,00",140,Rp3.031.912,Rp736.020,Rp2.133.664,Rp5.901.596,Rp1.513.230,"3,90","0,30","10,77","35,90",SPC
7-Agu,AW13,183E,SPC0101,ITI0159,ITI,"11,00","2,50","40,00","18,00","1,00","9,00","0,00","0,00","0,00","0,00","2,00","10,00","12,00","12,00","100,00","90,00","315,00",67,Rp2.099.016,Rp304.890,Rp1.477.152,Rp3.881.058,Rp1.552.423,"2,50","0,28","7,44","26,80",SPC
7-Agu,AW13,185B,SPC0101,ITI0159,ITI,"11,00","2,80","40,00","18,00","1,00","10,00","1,00","0,00","0,00","0,00","0,00","11,00","12,00","12,00","100,00","83,33","384,00",70,Rp2.332.240,Rp484.530,Rp1.641.280,Rp4.458.050,Rp1.592.161,"2,80","0,28","7,00","25,00",SPC
7-Agu,AW13,149C,SPC0091,ITI0198,ITI,"11,00","2,10","30,00","20,00","1,00","9,00","0,00","0,00","0,00","0,00","2,00","10,00","12,00","12,00","100,00","90,00","310,00",65,Rp2.099.016,Rp311.820,Rp1.477.152,Rp3.887.988,Rp1.851.423,"2,10","0,23","7,22","30,95",SPC
7-Agu,AW13,148E,SPC0091,ITI0198,ITI,"11,00","2,49","30,00","20,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","490,00",104,Rp2.565.464,Rp505.668,Rp1.805.408,Rp4.876.540,Rp1.958.450,"2,49","0,23","9,45","41,77",SPC
7-Agu,AW14,161D,DEC0027,BTI0030,BTI,"22,00","5,48","40,00","22,00","2,00","19,00","3,00","0,00","0,00","0,00","0,00","21,00","24,00","24,00","100,00","79,17","670,00",159,Rp3.726.280,Rp797.088,Rp2.393.943,Rp6.917.311,Rp1.262.283,"5,48","0,29","8,37","29,01",DEC
7-Agu,AW14,153B,SPC0161,BTI0063,BTI,"22,00","5,44","40,00","22,00","2,00","19,00","3,00","0,00","0,00","0,00","0,00","21,00","24,00","24,00","100,00","79,17","790,00",143,Rp4.431.256,Rp796.164,Rp3.118.432,Rp8.345.852,Rp1.534.164,"5,44","0,29","7,53","26,29",SPC
7-Agu,AW14,182A,DED0020,BTI0069,BTI,"22,00","5,38","40,00","13,50","4,00","19,00","1,00","0,00","0,00","0,00","0,00","23,00","24,00","24,00","100,00","79,17","750,00",188,Rp3.071.236,Rp791.797,Rp2.522.136,Rp6.385.169,Rp1.186.834,"5,38","0,28","9,91","34,99",DED
7-Agu,AW14,163A,DEC0025,ITI0029,ITI,"22,00","5,00","40,00","12,50","2,00","19,00","1,00","0,00","0,00","2,00","0,00","21,00","24,00","24,00","100,00","79,17","585,00",150,Rp3.726.280,Rp786.000,Rp2.393.943,Rp6.906.223,Rp1.381.245,"5,00","0,26","7,89","30,00",DEC
7-Agu,AW14,162O,DEC0029,ITI0168,ITI,"22,00","5,49","40,00","15,50","1,50","20,00","2,50","0,00","0,00","0,00","0,00","21,50","24,00","24,00","100,00","83,33","860,00",207,Rp3.922.400,Rp812.722,Rp2.519.940,Rp7.255.062,Rp1.321.505,"5,49","0,27","10,35","37,70",DEC
7-Agu,AW14,162F,DED0013,ITI0080,ITI,"22,00","5,27","40,00","12,50","1,50","20,00","2,50","0,00","0,00","0,00","0,00","21,50","24,00","24,00","100,00","83,33","650,00",207,Rp3.232.880,Rp803.548,Rp2.654.880,Rp6.691.308,Rp1.269.698,"5,27","0,26","10,35","39,28",DED
7-Agu,AW14,165C,DED0024,ITI0288,ITI,"22,00","4,65","40,00","20,00","2,00","19,00","2,00","0,00","0,00","0,00","1,00","21,00","24,00","24,00","100,00","82,61","713,00",169,Rp3.071.236,Rp770.194,Rp2.522.136,Rp6.363.566,Rp1.368.509,"4,65","0,24","8,90","36,37",DED
7-Agu,AW14,163N,DEM0046,ITI0274,ITI,"22,00","5,25","40,00","19,00","2,00","20,00","0,00","0,00","0,00","2,00","0,00","22,00","24,00","24,00","100,00","83,33","1.010,00",217,Rp2.086.860,Rp791.776,Rp2.204.660,Rp5.083.296,Rp968.247,"5,25","0,26","10,85","41,33",DEM
7-Agu,AW14,165A,SPE0022,ITI0008,ITI,"22,00","4,64","40,00","15,00","3,00","17,00","4,00","0,00","0,00","0,00","0,00","20,00","24,00","24,00","100,00","70,83","715,00",0,Rp2.720,Rp768.736,Rp5.208.936,Rp5.980.392,Rp1.288.878,"4,64","0,27","0,00","0,00",SPE
7-Agu,AW14,178C,SPC0226,ITI0031,ITI,"22,00","3,68","40,00","23,00","4,00","18,00","0,00","0,00","0,00","0,00","2,00","22,00","24,00","24,00","100,00","81,82","850,00",148,Rp4.198.032,Rp736.030,Rp2.954.304,Rp7.888.366,Rp2.143.578,"3,68","0,20","8,22","40,22",SPC
7-Agu,AW14,161A1,SPC0224,ITI0115,ITI,"22,00","5,55","40,00","18,00","3,00","18,00","3,00","0,00","0,00","0,00","0,00","21,00","24,00","24,00","100,00","75,00","600,00",170,Rp4.198.032,Rp796.074,Rp2.954.304,Rp7.948.410,Rp1.432.146,"5,55","0,31","9,44","30,63",SPC
7-Agu,AW14,162B,SPC0191,ITI0184,ITI,"22,00","3,86","40,00","18,00","3,00","13,00","3,00","0,00","0,00","0,00","5,00","16,00","24,00","24,00","100,00","68,42","480,00",104,Rp3.031.912,Rp736.851,Rp2.133.664,Rp5.902.427,Rp1.529.126,"3,86","0,30","7,99","26,91",SPC
7-Agu,AW14,165I,SPC0089,ITI0196,ITI,"21,08","3,97","40,00","19,00","2,00","17,00","2,00","0,00","0,00","0,00","2,00","19,00","23,00","23,00","100,00","80,95","790,00",127,Rp3.964.808,Rp748.344,Rp2.790.176,Rp7.503.328,Rp1.890.007,"3,97","0,23","7,47","31,99",SPC
7-Agu,AW14,164F,SPE0023,ITI0234,ITI,"22,00","4,66","40,00","17,00","2,00","17,00","3,00","0,00","0,00","2,00","0,00","19,00","24,00","24,00","100,00","70,83","960,00",0,Rp2.720,Rp769.371,Rp5.208.936,Rp5.981.027,Rp1.283.482,"4,66","0,27","0,00","0,00",SPE
7-Agu,AW14,182B,SPC0225,ITI0239,ITI,"11,00","2,68","40,00","18,00","2,00","9,00","1,00","0,00","0,00","0,00","0,00","11,00","12,00","12,00","100,00","75,00","452,00",60,Rp2.099.016,Rp309.048,Rp1.477.152,Rp3.885.216,Rp1.449.707,"2,68","0,30","6,67","22,39",SPC
7-Agu,AW14,182H,SPC0225,ITI0239,ITI,"11,00","2,90","40,00","18,00","0,00","11,00","1,00","0,00","0,00","0,00","0,00","11,00","12,00","12,00","100,00","91,67","559,00",90,Rp2.565.464,Rp488.595,Rp1.805.408,Rp4.859.467,Rp1.675.678,"2,90","0,26","8,18","31,03",SPC
7-Agu,AW15,174B2,DEC0038,BTI0034,BTI,"22,00","5,96","30,00","12,50","2,00","20,00","0,00","0,00","0,00","0,00","2,00","22,00","24,00","24,00","100,00","90,91","785,00",183,Rp3.922.400,Rp899.302,Rp2.519.940,Rp7.341.642,Rp1.231.819,"5,96","0,30","9,17","30,77",DEC
7-Agu,AW15,172B,DEM0074,BTI0061,BTI,"11,00","2,76","30,00","12,00","1,00","9,00","0,00","0,00","0,00","0,00","2,00","10,00","12,00","12,00","100,00","90,00","278,00",84,Rp939.087,Rp354.228,Rp992.097,Rp2.285.412,Rp828.048,"2,76","0,31","9,39","30,61",DEM
7-Agu,AW15,176A,DEC0036,ITI0167,ITI,"22,00","4,40","30,00","14,00","2,00","18,00","4,00","0,00","0,00","0,00","0,00","20,00","24,00","24,00","100,00","75,00","650,00",221,Rp3.530.160,Rp814.210,Rp2.267.947,Rp6.612.317,Rp1.502.799,"4,40","0,24","12,28","50,23",DEC
7-Agu,AW15,170D7,DED0016,ITI0020,ITI,"22,00","5,65","30,00","12,50","2,00","19,00","1,00","0,00","0,00","0,00","2,00","21,00","24,00","24,00","100,00","86,36","682,00",178,Rp3.071.236,Rp885.580,Rp2.522.136,Rp6.478.952,Rp1.146.717,"5,65","0,30","9,37","31,50",DED
7-Agu,AW15,169J,DEM0036,ITI0289,ITI,"22,00","5,35","30,00","15,00","1,00","21,00","0,00","0,00","0,00","0,00","2,00","22,00","24,00","24,00","100,00","95,45","820,00",234,Rp2.191.203,Rp852.400,Rp2.314.893,Rp5.358.496,Rp1.001.588,"5,35","0,25","11,14","43,73",DEM
7-Agu,AW15,171E,DEM0072,ITI0116,ITI,"22,00","5,00","30,00","14,00","0,50","21,00","0,50","0,00","0,00","0,00","2,00","21,50","24,00","24,00","100,00","95,45","720,00",168,Rp2.191.203,Rp851.890,Rp2.314.893,Rp5.357.986,Rp1.071.597,"5,00","0,24","8,00","33,60",DEM
7-Agu,AW15,170B,SPC0143,ITI0013,ITI,"22,00","4,50","30,00","14,00","1,50","19,00","1,50","0,00","0,00","2,00","0,00","20,50","24,00","24,00","100,00","79,17","650,00",155,Rp4.431.256,Rp817.290,Rp3.118.432,Rp8.366.978,Rp1.859.328,"4,50","0,24","8,15","34,42",SPC
7-Agu,AW15,169L,SPC0127,ITI0120,ITI,"22,00","5,30","35,00","14,50","2,00","20,00","0,00","0,00","0,00","0,00","2,00","22,00","24,00","24,00","100,00","90,91","800,00",141,Rp4.664.480,Rp866.610,Rp3.282.560,Rp8.813.650,Rp1.662.953,"5,30","0,27","7,04","26,57",SPC
7-Agu,AW15,168H,SPC0190,ITI0145,ITI,"11,00","2,40","30,00","13,00","1,00","9,00","0,00","0,00","0,00","2,00","0,00","10,00","12,00","12,00","100,00","75,00","330,00",59,Rp2.099.016,Rp321.060,Rp1.477.152,Rp3.897.228,Rp1.623.845,"2,40","0,27","6,56","24,58",SPC
7-Agu,AW15,168D,SPC0190,ITI0145,ITI,"11,00","2,75","30,00","19,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","530,00",82,Rp2.565.464,Rp519.760,Rp1.805.408,Rp4.890.632,Rp1.778.412,"2,75","0,25","7,45","29,82",SPC
7-Agu,AW15,167C,SPC0159,ITI0157,ITI,"11,00","2,27","30,00","11,00","2,00","8,00","0,00","0,00","0,00","2,00","0,00","10,00","12,00","12,00","100,00","66,67","254,00",61,Rp1.865.792,Rp317.056,Rp1.313.024,Rp3.495.872,Rp1.540.032,"2,27","0,28","7,63","26,87",SPC
7-Agu,AW15,166F,SPC0159,ITI0157,ITI,"11,00","2,93","30,00","17,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","500,00",84,Rp2.565.464,Rp529.516,Rp1.805.408,Rp4.900.388,Rp1.672.487,"2,93","0,27","7,64","28,67",SPC
7-Agu,AW15,175A,SPC0208,ITI0182,ITI,"22,00","4,20","30,00","13,00","3,00","18,00","0,00","0,00","0,00","0,00","3,00","21,00","24,00","24,00","100,00","85,71","650,00",137,Rp4.198.032,Rp813.150,Rp2.954.304,Rp7.965.486,Rp1.896.544,"4,20","0,23","7,63","32,70",SPC
7-Agu,AW15,168C,SPC0158,ITI0183,ITI,"22,00","4,83","30,00","16,50","2,00","18,00","1,00","0,00","0,00","2,00","1,00","20,00","24,00","24,00","100,00","78,26","780,00",135,Rp4.198.032,Rp836.346,Rp2.954.304,Rp7.988.682,Rp1.653.971,"4,83","0,27","7,50","27,95",SPC
7-Agu,AW15,169F,SPC0142,ITI0233,ITI,"22,00","5,15","30,00","15,00","2,00","20,00","0,00","0,00","0,00","2,00","0,00","22,00","24,00","24,00","100,00","83,33","790,00",171,Rp4.664.480,Rp840.820,Rp3.282.560,Rp8.787.860,Rp1.706.381,"5,15","0,26","8,55","33,20",SPC
7-Agu,AW15,171B3,SPC0102,ITI0235,ITI,"11,00","2,50","30,00","21,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","584,00",71,Rp2.565.464,Rp517.050,Rp1.805.408,Rp4.887.922,Rp1.955.169,"2,50","0,23","6,48","28,51",SPC
7-Agu,AW15,171G,SPC0102,ITI0235,ITI,"11,00","2,50","30,00","14,00","0,00","10,00","0,00","0,00","0,00","0,00","2,00","10,00","12,00","12,00","100,00","100,00","356,00",68,Rp2.332.240,Rp324.140,Rp1.641.280,Rp4.297.660,Rp1.719.064,"2,50","0,25","6,78","27,14",SPC
8-Agu,AW08,303E,DEM0035,BTI0056,BTI,"11,00","1,05","40,00","21,00","4,50","5,00","0,50","2,00","0,00","0,00","0,00","9,50","10,00","12,00","83,33","50,00","223,00",66,Rp521.715,Rp277.696,Rp551.165,Rp1.350.576,Rp1.286.263,"1,05","0,21","13,20","62,86",DEM
8-Agu,AW08,303C,DEM0035,BTI0056,BTI,"11,00","1,72","30,00","26,00","0,50","11,00","0,50","0,00","0,00","0,00","0,00","11,50","12,00","12,00","100,00","91,67","449,00",121,Rp1.147.773,Rp463.934,Rp1.212.563,Rp2.824.270,Rp1.642.017,"1,72","0,16","11,00","70,35",DEM
8-Agu,AW08,116C,DEC0037,ITI0186,ITI,"22,00","4,50","30,00","20,00","0,50","21,00","0,50","0,00","0,00","2,00","0,00","21,50","24,00","24,00","100,00","87,50","930,00",183,Rp4.118.520,Rp961.965,Rp2.645.937,Rp7.726.422,Rp1.716.983,"4,50","0,21","8,71","40,67",DEC
8-Agu,AW08,302A2,DED0012,ITI0109,ITI,"11,00","3,10","40,00","14,00","0,50","11,00","0,50","0,00","0,00","0,00","0,00","11,50","12,00","12,00","100,00","91,67","430,00",100,Rp1.778.084,Rp496.725,Rp1.460.184,Rp3.734.993,Rp1.204.836,"3,10","0,28","9,09","32,26",DED
8-Agu,AW08,302A2,DEM0073,ITI0144,ITI,"22,00","5,04","40,00","18,50","6,00","18,00","0,00","0,00","0,00","0,00","0,00","24,00","24,00","24,00","100,00","75,00","960,00",170,Rp1.878.174,Rp867.135,Rp1.984.194,Rp4.729.503,Rp938.393,"5,04","0,28","9,44","33,73",DEM
8-Agu,AW08,302A1,DED0012,ITI0109,ITI,"11,00","2,90","40,00","13,00","0,00","10,00","0,00","0,00","0,00","0,00","2,00","10,00","12,00","12,00","100,00","100,00","373,00",90,Rp1.616.440,Rp331.530,Rp1.327.440,Rp3.275.410,Rp1.129.452,"2,90","0,29","9,00","31,03",DED
8-Agu,AW08,303B,DED0014,ITI0112,ITI,"22,00","3,99","30,00","23,50","1,50","20,00","1,00","0,00","0,00","0,00","1,50","21,50","24,00","24,00","100,00","88,89","1.000,00",200,Rp3.232.880,Rp872.050,Rp2.654.880,Rp6.759.810,Rp1.694.188,"3,99","0,20","10,00","50,13",DED
8-Agu,AW08,102G,DED0017,ITI0200,ITI,"21,08","3,65","30,00","17,50","1,00","17,00","3,00","0,00","0,00","0,00","2,00","18,00","23,00","23,00","100,00","80,95","660,00",199,Rp2.747.948,Rp789.808,Rp2.256.648,Rp5.794.404,Rp1.587.508,"3,65","0,21","11,71","54,52",DED
8-Agu,AW08,303M,SPC0195,ITI0026,ITI,"22,00","3,70","30,00","16,00","2,50","16,00","1,00","0,00","0,00","2,50","2,00","18,50","24,00","24,00","100,00","72,73","600,00",122,Rp3.731.584,Rp794.674,Rp2.626.048,Rp7.152.306,Rp1.933.056,"3,70","0,23","7,63","32,97",SPC
8-Agu,AW08,110G,SPC0219,ITI0078,ITI,"22,00","5,06","40,00","20,50","4,00","18,00","0,00","0,00","0,00","0,00","2,00","22,00","24,00","24,00","100,00","81,82","855,00",155,Rp4.198.032,Rp934.765,Rp2.954.304,Rp8.087.101,Rp1.598.241,"5,06","0,28","8,61","30,63",SPC
8-Agu,AW08,110C,SPC0217,ITI0113,ITI,"11,00","2,65","40,00","15,00","0,50","11,00","0,50","0,00","0,00","0,00","0,00","11,50","12,00","12,00","100,00","91,67","420,00",116,Rp2.565.464,Rp477.213,Rp1.805.408,Rp4.848.085,Rp1.829.466,"2,65","0,24","10,55","43,77",SPC
8-Agu,AW08,101C1S,SPC0217,ITI0113,ITI,"11,00","2,34","40,00","13,00","1,00","8,00","1,00","0,00","0,00","0,00","2,00","9,00","12,00","12,00","100,00","80,00","310,00",84,Rp1.865.792,Rp315.234,Rp1.313.024,Rp3.494.050,Rp1.493.184,"2,34","0,29","10,50","35,90",SPC
8-Agu,AW08,108C,SPC0192,ITI0156,ITI,"20,17","5,08","40,00","15,00","1,00","19,00","0,00","0,00","0,00","0,00","2,00","20,00","22,00","22,00","100,00","95,00","780,00",106,Rp4.431.256,Rp931.882,Rp3.118.432,Rp8.481.570,Rp1.669.600,"5,08","0,27","5,58","20,87",SPC
8-Agu,AW08,109A,SPE0002,ITI0199,ITI,"22,00","3,34","30,00","21,00","3,00","16,00","3,00","0,00","0,00","0,00","2,00","19,00","24,00","24,00","100,00","72,73","696,00",0,Rp2.560,Rp809.381,Rp4.902.528,Rp5.714.469,Rp1.710.919,"3,34","0,21","0,00","0,00",SPE
8-Agu,AW08,111C,SPC0193,ITI0230,ITI,"19,71","4,99","40,00","15,00","0,50","19,00","0,00","0,00","0,00","0,00","2,00","19,50","21,50","21,50","100,00","97,44","755,00",155,Rp4.431.256,Rp930.476,Rp3.118.432,Rp8.480.164,Rp1.699.432,"4,99","0,26","8,16","31,06",SPC
8-Agu,AW08,117D,SPC0095,ITI0284,ITI,"22,00","3,20","30,00","27,50","1,50","20,00","1,00","0,00","0,00","0,00","1,50","21,50","24,00","24,00","100,00","88,89","882,00",130,Rp4.664.480,Rp829.847,Rp3.282.560,Rp8.776.887,Rp2.742.777,"3,20","0,16","6,50","40,63",SPC
8-Agu,AW09,115C,DED0015,ITI0238,ITI,"11,00","1,20","30,00","27,00","1,00","8,00","1,00","0,00","0,00","0,00","2,00","9,00","12,00","12,00","100,00","80,00","330,00",90,Rp1.293.152,Rp293.700,Rp1.061.952,Rp2.648.804,Rp2.207.337,"1,20","0,15","11,25","75,00",DED
8-Agu,AW09,115L,DED0015,ITI0238,ITI,"11,00","1,72","30,00","29,00","0,50","11,50","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","95,83","510,00",119,Rp1.858.906,Rp463.934,Rp1.526.557,Rp3.849.397,Rp2.238.022,"1,72","0,15","10,35","69,19",DED
8-Agu,AW09,114H,DED0019,ITI0185,ITI,"22,00","4,50","40,00","18,00","3,00","18,00","1,00","0,00","0,00","0,00","2,00","21,00","24,00","24,00","100,00","81,82","850,00",175,Rp2.909.592,Rp778.830,Rp2.389.392,Rp6.077.814,Rp1.350.625,"4,50","0,25","9,72","38,89",DED
8-Agu,AW09,118F,DEM0032,ITI0187,ITI,"11,00","1,47","30,00","14,00","2,00","7,00","1,00","0,00","0,00","0,00","2,00","9,00","12,00","12,00","100,00","70,00","210,00",75,Rp730.401,Rp304.176,Rp771.631,Rp1.806.208,Rp1.228.713,"1,47","0,21","10,71","51,02",DEM
8-Agu,AW09,118F3,DEM0032,ITI0187,ITI,"11,00","1,89","30,00","13,00","2,00","9,00","1,00","0,00","0,00","0,00","0,00","11,00","12,00","12,00","100,00","75,00","240,00",95,Rp939.087,Rp473.148,Rp992.097,Rp2.404.332,Rp1.272.133,"1,89","0,21","10,56","50,26",DEM
8-Agu,AW09,119H1,SPC0125,ITI0002,ITI,"10,08","1,94","40,00","20,00","1,00","7,00","1,00","0,00","0,00","0,00","2,00","8,00","11,00","11,00","100,00","77,78","325,00",75,Rp1.632.568,Rp303.594,Rp1.148.896,Rp3.085.058,Rp1.590.236,"1,94","0,28","10,71","38,66",SPC
8-Agu,AW09,119H,SPC0125,ITI0002,ITI,"11,00","2,31","30,00","20,00","0,00","11,00","1,00","0,00","0,00","0,00","0,00","11,00","12,00","12,00","100,00","91,67","451,00",115,Rp2.565.464,Rp495.912,Rp1.805.408,Rp4.866.784,Rp2.106.833,"2,31","0,21","10,45","49,78",SPC
8-Agu,AW09,115F,SPC0096,ITI0025,ITI,"20,17","5,40","40,00","20,00","2,50","19,50","0,00","0,00","0,00","0,00","0,00","22,00","22,00","22,00","100,00","88,64","1.040,00",171,Rp4.547.868,Rp875.071,Rp3.200.498,Rp8.623.437,Rp1.596.933,"5,40","0,28","8,77","31,67",SPC
8-Agu,AW09,105H,SPC0018,ITI0030,ITI,"22,00","4,20","30,00","18,50","1,50","19,00","1,50","0,00","0,00","0,00","2,00","20,50","24,00","24,00","100,00","86,36","810,00",171,Rp5.920.894,Rp816.538,Rp4.017.721,Rp10.755.153,Rp2.560.751,"4,20","0,22","9,00","40,71",SPC
8-Agu,AW09,118O,SPC0194,ITI0032,ITI,"22,00","4,22","30,00","15,00","1,50","19,00","1,50","0,00","0,00","0,00","2,00","20,50","24,00","24,00","100,00","86,36","650,00",160,Rp4.431.256,Rp822.088,Rp3.118.432,Rp8.371.776,Rp1.983.833,"4,22","0,22","8,42","37,91",SPC
8-Agu,AW09,119D,SPE0010,ITI0081,ITI,"20,17","4,37","30,00","22,00","1,00","17,00","2,00","0,00","0,00","0,00","2,00","18,00","22,00","22,00","100,00","85,00","711,00",0,Rp2.720,Rp770.775,Rp5.208.936,Rp5.982.431,Rp1.368.977,"4,37","0,26","0,00","0,00",SPE
8-Agu,AW09,115D4,SPC0156,ITI0110,ITI,"2,75","0,42","40,00","15,00","0,50","2,00","0,50","0,00","0,00","0,00","0,00","2,50","3,00","3,00","100,00","66,67","20,00",12,Rp466.448,Rp387.783,Rp328.256,Rp1.182.487,Rp2.815.445,"0,42","0,21","6,00","28,57",SPC
8-Agu,AW09,115G2,SPC0156,ITI0110,ITI,"11,00","1,40","40,00","15,00","1,50","8,00","0,50","0,00","0,00","0,00","2,00","9,50","12,00","12,00","100,00","80,00","320,00",77,Rp1.865.792,Rp287.880,Rp1.313.024,Rp3.466.696,Rp2.476.211,"1,40","0,18","9,63","55,00",SPC
8-Agu,AW09,118B,SPC0139,ITI0138,ITI,"22,00","2,94","35,00","15,00","1,50","14,00","6,50","0,00","0,00","0,00","2,00","15,50","24,00","24,00","100,00","63,64","680,00",124,Rp3.265.136,Rp735.807,Rp2.297.792,Rp6.298.735,Rp2.142.427,"2,94","0,21","8,86","42,18",SPC
8-Agu,AW09,119J,SPC0097,ITI0140,ITI,"20,17","4,50","30,00","20,00","0,50","20,00","0,00","0,00","0,00","0,00","1,50","20,50","22,00","22,00","100,00","97,56","860,00",153,Rp4.664.480,Rp895.687,Rp3.282.564,Rp8.842.731,Rp1.965.051,"4,50","0,23","7,65","34,00",SPC
8-Agu,AW09,107C,SPE0018,ITI0231,ITI,"11,00","1,59","40,00","23,00","1,00","9,00","0,00","0,00","0,00","0,00","2,00","10,00","12,00","12,00","100,00","90,00","370,00",0,Rp1.440,Rp293.410,Rp2.757.672,Rp3.052.522,Rp1.919.825,"1,59","0,18","0,00","0,00",SPE
8-Agu,AW09,107C,SPE0018,ITI0154,ITI,"11,00","1,80","40,00","16,00","1,00","7,00","0,00","0,00","0,00","0,00","4,00","8,00","12,00","12,00","100,00","87,50","290,00",0,Rp1.120,Rp443.880,Rp2.144.856,Rp2.589.856,Rp1.438.809,"1,80","0,26","0,00","0,00",SPE
8-Agu,AW09,106E,SPC0157,ITI0154,ITI,"11,00","2,10","30,00","17,00","0,50","10,00","0,00","0,00","0,00","0,00","1,50","10,50","12,00","12,00","100,00","95,24","380,00",85,Rp2.332.240,Rp328.620,Rp1.641.280,Rp4.302.140,Rp2.048.638,"2,10","0,21","8,50","40,48",SPC
8-Agu,AW09,106E,SPC0157,ITI0231,ITI,"11,00","1,78","30,00","24,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","430,00",94,Rp2.565.464,Rp467.186,Rp1.805.408,Rp4.838.058,Rp2.718.010,"1,78","0,16","8,55","52,81",SPC
